"method","candidate","null_f1","null_f1_lower","null_f1_upper","recovered_one_segment","mean_segments","reps","n","rho","tolerance","stage","target_f1","target_difference","selected","calibration_reps","validation_reps","calibration_seed","validation_seed","target_nominal","seed"
"SVP AR1Focus",4.25,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.3,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.35,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.4,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.45,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.5,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.55,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.6,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.65,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.7,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.75,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.8,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.85,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.9,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",4.95,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.05,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.1,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.15,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.2,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.25,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.3,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.35,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.4,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.45,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.5,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.55,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.6,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.65,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.7,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.75,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.8,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.85,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.9,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",5.95,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.05,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.1,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.15,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.2,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.25,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.3,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.35,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.4,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.45,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.5,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.55,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.6,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.65,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.7,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.75,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.8,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.85,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.9,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",6.95,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.05,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.1,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.15,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.2,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.25,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.3,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.35,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.4,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.45,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.5,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.55,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.6,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.65,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.7,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.75,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.8,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.85,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.9,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",7.95,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",8,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"calibration",0.995,0.005,FALSE,1000,1000,930000,940000,0.99,NA
"DeCAFS AR1",2.75,0.992,0.98429366546902,0.995940804181194,992,1.008,1000,600,0.8,5,"validation",0.995,-0.003,TRUE,1000,1000,930000,940000,0.99,NA
"PELT AR1 approximate",0.9,0.993,0.985621684534233,0.996605131599009,993,1.007,1000,600,0.8,5,"validation",0.995,-0.002,TRUE,1000,1000,930000,940000,0.99,NA
"SVP AR1Focus",1.95,0.995,0.988349044626625,0.997862464472676,995,1.005,1000,600,0.8,5,"validation",0.995,0,TRUE,1000,1000,930000,940000,0.99,NA
"PELT inflated",3,0.999,0.994357441402042,0.999823453629374,999,1.001,1000,600,0.8,5,"validation",0.995,0.004,FALSE,1000,1000,930000,940000,0.99,940000
"PELT inflated",3,1,0.996173241514445,1,1000,1,1000,600,0.8,5,"fixed",NA,NA,NA,NA,NA,930000,940000,0.99,930000
